SoPlex version 4.0.0 [mode: optimized] [precision: 8 byte] [rational: GMP 6.1.2] [githash: 82cab95]
Copyright (c) 1996-2018 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

int:simplifier = 0
int:scaler = 5
int:readmode = 1
int:solvemode = 2
int:checkmode = 2
real:feastol = 1.00000000e-20
real:opttol = 1.00000000e-20
real:timelimit = 3.00000000e+02

Reading (rational) LP file <Simulation.lp> . . .
Reading took 0.88 seconds.

LP has 16976 rows 21424 columns and 116419 nonzeros.

Initial floating-point solve . . .
Least squares LP scaling

type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   10.2 |   16677 |    90 | 2.49e+00 |  6.25e+03 | -7.75221173e+01
  L  |   10.4 |   16739 |    90 | 3.15e+00 |  2.06e+05 | 3.03961172e+02
  L  |   10.5 |   16804 |    90 | 3.54e+00 |  1.22e+05 | -3.79508990e+01
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   10.6 |   16879 |    91 | 4.28e+00 |  1.98e+03 | -2.27913925e+02
  L  |   10.7 |   16937 |    91 | 4.64e+00 |  1.97e+03 | -2.33679105e+02
  L  |   10.8 |   16993 |    92 | 6.11e+00 |  7.45e-01 | -6.53322580e+01
  L  |   11.0 |   17034 |    92 | 7.55e+00 |  6.47e+00 | 2.36460093e+03
  L  |   11.1 |   17071 |    92 | 7.62e+00 |  4.39e-01 | 2.24202458e+03
  L  |   11.2 |   17110 |    92 | 8.26e+00 |  2.13e-01 | 1.22437294e+03
  L  |   11.3 |   17171 |    92 | 1.15e+01 |  6.34e+05 | -6.19155200e+02
  L  |   11.5 |   17226 |    93 | 1.46e+01 |  8.91e+05 | -3.00705133e+03
  L  |   11.6 |   17263 |    93 | 1.68e+01 |  4.52e+06 | -8.73848047e+03
  L  |   11.8 |   17318 |    93 | 1.86e+01 |  8.99e+06 | -7.68828130e+04
  L  |   11.9 |   17357 |    93 | 2.06e+01 |  1.15e+07 | -1.39662799e+05
  L  |   12.0 |   17378 |    94 | 2.15e+01 |  4.14e+07 | -3.82518737e+05
  L  |   12.1 |   17410 |    95 | 2.17e+01 |  1.06e+04 | -1.06512332e+06

Increasing Markowitz threshold.
Least squares LP scaling

 --- initializing steepest edge multipliers
  L  |    0.7 |       0 |     1 | 2.17e+01 |  1.06e+04 | -1.06512332e+06

Switching scaling.

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    0.0 |       0 |     1 | 0.00e+00 |  1.46e+09 | 0.00000000e+00
 --- active pricer: Devex
  L  |    0.0 |      44 |     1 | 0.00e+00 |  1.65e+09 | 0.00000000e+00
  L  |    0.1 |     244 |     2 | 0.00e+00 |  1.75e+09 | 0.00000000e+00
  L  |    0.1 |     444 |     3 | 0.00e+00 |  1.84e+09 | 0.00000000e+00
  L  |    0.1 |     644 |     4 | 0.00e+00 |  1.76e+09 | 0.00000000e+00
  L  |    0.1 |     844 |     5 | 0.00e+00 |  1.77e+09 | 0.00000000e+00
  L  |    0.1 |    1044 |     6 | 0.00e+00 |  1.65e+09 | 0.00000000e+00
  L  |    0.1 |    1244 |     7 | 0.00e+00 |  1.94e+09 | 0.00000000e+00
  L  |    0.1 |    1444 |     8 | 0.00e+00 |  1.49e+09 | 0.00000000e+00
  L  |    0.1 |    1644 |     9 | 0.00e+00 |  1.24e+09 | 0.00000000e+00
  L  |    0.1 |    1844 |    10 | 0.00e+00 |  1.07e+09 | 0.00000000e+00
  L  |    0.1 |    2044 |    11 | 6.17e-07 |  1.09e+09 | 3.89056083e-02
  L  |    0.1 |    2244 |    12 | 6.17e-07 |  8.54e+08 | 3.89056083e-02
  L  |    0.2 |    2443 |    13 | 8.30e-05 |  7.24e+08 | 2.69597158e+00
  L  |    0.2 |    2643 |    14 | 8.34e-05 |  1.28e+11 | 2.00682020e+00
  L  |    0.2 |    2843 |    15 | 8.43e-05 |  6.52e+08 | 1.49567615e+00
  L  |    0.3 |    3042 |    16 | 8.69e-05 |  1.54e+09 | 2.00450307e+00
  L  |    0.3 |    3242 |    17 | 8.88e-05 |  1.84e+10 | 1.64014161e+00
  L  |    0.4 |    3441 |    18 | 9.26e-05 |  9.76e+08 | 1.63869546e+00
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.4 |    3640 |    19 | 9.33e-05 |  3.89e+11 | 1.37710871e+00
  L  |    0.4 |    3839 |    20 | 9.51e-05 |  1.10e+09 | 1.42926267e+00
  L  |    0.5 |    4033 |    21 | 1.06e-04 |  2.90e+08 | 6.49895670e-01
  L  |    0.5 |    4232 |    22 | 1.25e-04 |  2.30e+08 | 2.28200562e-01
  L  |    0.6 |    4426 |    23 | 1.51e-04 |  2.23e+08 | -1.97539946e+00
  L  |    0.6 |    4625 |    24 | 2.03e-04 |  2.31e+08 | -3.21683106e+00
  L  |    0.7 |    4824 |    25 | 2.44e-04 |  6.06e+08 | 2.13297470e+00
  L  |    0.7 |    5024 |    26 | 3.24e-04 |  5.13e+08 | 4.97715930e+00
  L  |    0.8 |    5222 |    27 | 3.80e-04 |  7.48e+08 | 3.34205725e+00
  L  |    0.8 |    5422 |    28 | 4.04e-04 |  3.87e+08 | 4.30549796e+00
  L  |    0.9 |    5622 |    29 | 4.32e-04 |  2.04e+08 | 4.89619234e+00
  L  |    0.9 |    5821 |    30 | 4.66e-04 |  3.27e+08 | 3.39291622e+00
  L  |    1.0 |    6021 |    31 | 4.93e-04 |  1.90e+08 | 5.71123200e+00
  L  |    1.1 |    6221 |    32 | 5.18e-04 |  3.53e+08 | 5.52618094e+00
  L  |    1.1 |    6420 |    33 | 5.38e-04 |  7.26e+08 | 6.23633525e+00
  L  |    1.2 |    6620 |    34 | 5.58e-04 |  1.55e+08 | 6.89569679e+00
  L  |    1.2 |    6818 |    35 | 6.02e-04 |  1.87e+08 | 6.29501127e+00
  L  |    1.3 |    7017 |    36 | 6.06e-04 |  5.99e+08 | 3.91398496e+00
  L  |    1.3 |    7217 |    37 | 6.06e-04 |  6.10e+08 | 3.91398496e+00
  L  |    1.4 |    7417 |    38 | 6.06e-04 |  8.72e+10 | 3.91398496e+00
  L  |    1.4 |    7617 |    39 | 6.10e-04 |  1.10e+08 | 3.91407145e+00
  L  |    1.5 |    7816 |    40 | 7.82e-04 |  5.35e+08 | 1.88413045e+01
  L  |    1.6 |    8015 |    41 | 9.09e-04 |  5.40e+09 | 1.90903987e+01
  L  |    1.6 |    8215 |    42 | 9.10e-04 |  1.13e+12 | 1.90894730e+01
  L  |    1.7 |    8415 |    43 | 9.11e-04 |  2.77e+13 | 1.90870656e+01
  L  |    1.8 |    8615 |    44 | 9.11e-04 |  1.66e+10 | 1.90843746e+01
  L  |    1.9 |    8815 |    45 | 9.12e-04 |  9.73e+12 | 1.90775106e+01
  L  |    1.9 |    9015 |    46 | 9.13e-04 |  1.93e+13 | 1.90734803e+01
  L  |    2.0 |    9215 |    47 | 9.59e-04 |  8.72e+08 | 2.04314981e+01
  L  |    2.1 |    9414 |    48 | 1.04e-03 |  1.34e+09 | 1.79156894e+01
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    2.2 |    9614 |    49 | 1.20e-03 |  2.12e+09 | 1.76375944e+01
  L  |    2.3 |    9813 |    50 | 1.29e-03 |  2.32e+12 | 1.55981732e+01
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
  L  |    3.0 |   10013 |    51 | 1.36e-03 |  6.59e+09 | 1.51127963e+01
  L  |    3.1 |   10213 |    52 | 1.43e-03 |  2.46e+10 | 1.63060150e+01
  L  |    3.2 |   10413 |    53 | 1.57e-03 |  3.81e+10 | 1.76421341e+01
  L  |    3.3 |   10613 |    54 | 1.60e-03 |  5.36e+10 | 1.76420997e+01
  L  |    3.5 |   10813 |    55 | 1.64e-03 |  2.50e+10 | 1.76420302e+01
  L  |    3.6 |   11013 |    56 | 1.68e-03 |  6.48e+11 | 1.76418927e+01
  L  |    3.7 |   11213 |    57 | 1.71e-03 |  1.04e+11 | 1.76417496e+01
  L  |    3.9 |   11413 |    58 | 1.75e-03 |  2.76e+09 | 1.76415790e+01
  L  |    4.0 |   11613 |    59 | 1.78e-03 |  6.29e+08 | 1.76413595e+01
  L  |    4.2 |   11813 |    60 | 1.83e-03 |  3.06e+08 | 1.73775923e+01
  L  |    4.3 |   12013 |    61 | 1.86e-03 |  1.06e+10 | 1.73691935e+01
  L  |    4.5 |   12213 |    62 | 1.88e-03 |  1.26e+08 | 1.73691504e+01
  L  |    4.6 |   12413 |    63 | 1.91e-03 |  4.17e+08 | 1.73642587e+01
  L  |    4.7 |   12613 |    64 | 1.96e-03 |  5.91e+08 | 1.73488936e+01
  L  |    4.9 |   12813 |    65 | 1.99e-03 |  5.20e+10 | 1.73312255e+01
  L  |    5.1 |   13013 |    66 | 2.01e-03 |  2.62e+10 | 1.75731928e+01
  L  |    5.3 |   13213 |    67 | 2.02e-03 |  4.24e+09 | 1.68169675e+01
  L  |    5.5 |   13413 |    68 | 2.04e-03 |  5.81e+08 | 1.24399024e+01
  L  |    5.8 |   13613 |    69 | 2.06e-03 |  1.28e+08 | 1.12723515e+01
  L  |    6.0 |   13810 |    70 | 2.08e-03 |  2.39e+08 | 1.03008727e+01
  L  |    6.2 |   14009 |    71 | 2.20e-03 |  7.09e+08 | 8.98993434e+00
  L  |    6.4 |   14202 |    72 | 2.44e-03 |  1.29e+08 | 6.09135132e+00
  L  |    6.7 |   14398 |    73 | 2.67e-03 |  3.98e+08 | 1.88773205e+00
  L  |    6.9 |   14592 |    74 | 2.93e-03 |  2.40e+06 | 1.50835730e+00
  L  |    7.2 |   14784 |    75 | 3.16e-03 |  5.81e+06 | 1.43579299e+00
  L  |    7.4 |   14978 |    76 | 3.17e-03 |  3.39e+06 | 1.43254626e+00
  L  |    7.6 |   15167 |    77 | 3.29e-03 |  2.08e+06 | 1.40756149e+00
  L  |    7.8 |   15352 |    78 | 3.67e-03 |  3.69e+04 | 1.32400008e+00
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    8.0 |   15527 |    79 | 3.87e-03 |  1.81e+04 | 1.30660675e+00
  L  |    8.3 |   15694 |    80 | 3.99e-03 |  8.83e+04 | 1.25961861e+00
  L  |    8.5 |   15868 |    81 | 4.22e-03 |  1.41e+04 | 1.24642200e+00
  L  |    8.7 |   16057 |    82 | 5.03e-03 |  7.68e+04 | 1.19532751e+00
  L  |    8.9 |   16234 |    82 | 7.05e-03 |  1.80e+05 | 6.41820088e-01
  L  |    9.1 |   16354 |    83 | 2.34e-02 |  1.67e+05 | -7.30467913e+00
  L  |    9.3 |   16419 |    83 | 3.83e-02 |  2.75e+02 | -1.63651747e+01
  L  |    9.5 |   16543 |    84 | 1.65e-01 |  2.10e+05 | -6.20498676e+01
  L  |    9.7 |   16664 |    85 | 4.42e-01 |  1.33e+07 | -2.68639744e+01
  L  |    9.8 |   16737 |    85 | 5.84e-01 |  3.97e+04 | -9.53237146e+01
  L  |    9.9 |   16796 |    85 | 7.96e-01 |  1.32e+03 | -3.93409208e+01
  L  |   10.1 |   16876 |    86 | 1.24e+00 |  4.52e+01 | -3.60499250e+02
  L  |   10.3 |   16980 |    87 | 2.01e+00 |  3.51e+03 | -5.52588249e+02
  L  |   10.4 |   17037 |    87 | 3.08e+00 |  1.12e+05 | 8.94822558e+02
  L  |   10.6 |   17073 |    87 | 3.77e+00 |  1.12e+05 | 5.88634655e+02
  L  |   10.7 |   17109 |    87 | 5.12e+00 |  1.28e+05 | 2.33731210e+03
  L  |   10.8 |   17150 |    87 | 5.80e+00 |  6.10e+12 | -2.94166371e+07
  L  |   10.9 |   17152 |    87 | 1.17e+01 |  8.49e+12 | -3.51622395e+07
  L  |   11.1 |   17155 |    87 | 1.17e+01 |  8.49e+12 | -5.16353591e+07
  L  |   11.2 |   17157 |    87 | 1.17e+01 |  1.11e+13 | -5.17551877e+07
  L  |   11.3 |   17161 |    87 | 1.17e+01 |  1.26e+13 | -1.88183669e+09
  L  |   11.5 |   17166 |    87 | 1.17e+01 |  1.26e+13 | -2.12155534e+09
  L  |   11.7 |   17167 |    87 | 1.17e+01 |  1.27e+13 | -2.12158528e+09
  L  |   11.8 |   17168 |    87 | 1.17e+01 |  1.27e+13 | -2.12301569e+09
  L  |   11.9 |   17169 |    87 | 1.17e+01 |  1.27e+13 | -2.72777717e+09
 --- initializing steepest edge multipliers
  L  |   12.1 |   17176 |    90 | 0.00e+00 |  1.46e+09 | 0.00000000e+00
  L  |   12.1 |   17224 |    90 | 0.00e+00 |  1.76e+09 | 0.00000000e+00
  L  |   12.1 |   17424 |    91 | 0.00e+00 |  1.93e+09 | 0.00000000e+00
  L  |   12.1 |   17624 |    92 | 0.00e+00 |  1.64e+09 | 0.00000000e+00
  L  |   12.1 |   17824 |    93 | 0.00e+00 |  1.86e+09 | 0.00000000e+00
  L  |   12.2 |   18024 |    94 | 0.00e+00 |  1.67e+09 | 0.00000000e+00
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   12.2 |   18224 |    95 | 0.00e+00 |  1.38e+09 | 0.00000000e+00
  L  |   12.3 |   18424 |    96 | 1.80e-06 |  2.84e+09 | 9.87564085e-02
  L  |   12.4 |   18624 |    97 | 2.06e-06 |  2.74e+09 | 1.05147218e-01
  L  |   12.4 |   18824 |    98 | 2.24e-06 |  2.16e+09 | 1.03535418e-01
  L  |   12.4 |   19024 |    99 | 2.26e-06 |  1.44e+09 | 8.20616867e-02
  L  |   12.4 |   19224 |   100 | 2.26e-06 |  5.18e+08 | 5.93559604e-02
  L  |   12.5 |   19424 |   101 | 2.26e-06 |  1.46e+09 | 4.32112676e-02
  L  |   12.6 |   19624 |   102 | 2.26e-06 |  1.83e+09 | 3.21254802e-02
  L  |   12.7 |   19824 |   103 | 2.40e-06 |  2.20e+08 | 2.19125565e-02
  L  |   12.8 |   20024 |   104 | 2.60e-06 |  4.17e+10 | 1.65554471e-02
  L  |   12.9 |   20224 |   105 | 2.75e-06 |  1.07e+10 | 1.39382880e-02
  L  |   13.0 |   20424 |   106 | 2.95e-06 |  8.65e+12 | 1.23254374e-02
  L  |   13.1 |   20624 |   107 | 3.06e-06 |  3.09e+07 | 1.10024508e-02
  L  |   13.2 |   20824 |   108 | 3.21e-06 |  6.70e+06 | 9.75287600e-03
  L  |   13.4 |   21024 |   109 | 3.21e-06 |  1.04e+07 | 9.08021052e-03
  L  |   13.5 |   21224 |   110 | 3.21e-06 |  3.15e+11 | 8.96988527e-03
  L  |   13.6 |   21424 |   111 | 3.21e-06 |  3.16e+08 | 8.52082583e-03
  L  |   13.7 |   21624 |   112 | 3.21e-06 |  2.82e+08 | 8.19175948e-03
  L  |   13.9 |   21824 |   113 | 3.41e-06 |  6.41e+11 | 8.13853430e-03
  L  |   14.0 |   22024 |   114 | 3.59e-06 |  6.66e+11 | 8.79913859e-03
  L  |   14.2 |   22224 |   115 | 3.77e-06 |  3.00e+11 | 8.71774532e-03
  L  |   14.4 |   22424 |   116 | 3.96e-06 |  2.43e+11 | 8.62655489e-03
  L  |   14.6 |   22624 |   117 | 4.20e-06 |  2.95e+11 | 8.50142803e-03
  L  |   14.7 |   22823 |   118 | 4.56e-06 |  3.48e+10 | -7.11344854e-03
  L  |   14.8 |   23023 |   119 | 6.01e-06 |  3.95e+10 | -7.09957369e-03
  L  |   15.0 |   23223 |   120 | 7.79e-06 |  8.00e+10 | -7.09820261e-03
  L  |   15.1 |   23423 |   121 | 1.12e-05 |  1.10e+11 | 7.94000466e-03
  L  |   15.2 |   23623 |   122 | 2.30e-05 |  5.52e+09 | 1.29391200e-02
  L  |   15.4 |   23823 |   123 | 2.31e-05 |  4.08e+09 | 1.28624029e-02
  L  |   15.5 |   24023 |   124 | 2.31e-05 |  4.08e+07 | 1.27590194e-02
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   15.6 |   24223 |   125 | 2.31e-05 |  5.39e+07 | 1.26715104e-02
  L  |   15.8 |   24423 |   126 | 2.31e-05 |  1.01e+09 | 1.25548050e-02
  L  |   15.9 |   24623 |   127 | 2.32e-05 |  4.56e+10 | 1.23165406e-02
  L  |   16.1 |   24822 |   128 | 3.20e-05 |  3.61e+11 | -3.08830333e-04
  L  |   16.2 |   25019 |   129 | 4.15e-05 |  8.94e+10 | -4.21716756e-03
  L  |   16.4 |   25217 |   130 | 4.54e-05 |  1.13e+11 | -2.09343966e-02
  L  |   16.6 |   25416 |   131 | 4.76e-05 |  3.88e+08 | 4.45363317e-03
  L  |   16.7 |   25616 |   132 | 4.81e-05 |  1.30e+09 | 4.44645481e-03
  L  |   16.9 |   25816 |   133 | 4.84e-05 |  1.47e+06 | 4.49724580e-03
  L  |   17.0 |   26016 |   134 | 4.92e-05 |  5.41e+06 | 4.48166123e-03
  L  |   17.2 |   26216 |   135 | 4.96e-05 |  4.07e+10 | 4.44999456e-03
  L  |   17.4 |   26415 |   136 | 5.06e-05 |  4.15e+08 | 4.39000030e-03
  L  |   17.6 |   26612 |   137 | 1.59e-04 |  2.12e+09 | 4.13803913e-03
  L  |   17.7 |   26806 |   138 | 2.05e-04 |  1.37e+09 | 4.05938394e-03
  L  |   17.9 |   26992 |   139 | 2.50e-04 |  1.21e+06 | 5.90308388e-03
  L  |   18.1 |   27186 |   140 | 3.39e-04 |  6.14e+06 | 5.48005920e-03
  L  |   18.3 |   27370 |   141 | 4.02e-04 |  1.29e+06 | 5.12222247e-03
  L  |   18.4 |   27547 |   142 | 2.71e-03 |  3.21e+07 | 4.69405924e-03
  L  |   18.6 |   27725 |   143 | 2.83e-03 |  5.65e+05 | 4.50296927e-03
  L  |   18.8 |   27900 |   144 | 3.04e-03 |  1.44e+05 | 3.97383323e-03
  L  |   19.0 |   28077 |   145 | 3.12e-03 |  4.46e+05 | 2.34615389e-03
  L  |   19.2 |   28258 |   146 | 3.16e-03 |  1.19e+06 | 1.00170605e-02
  L  |   19.4 |   28429 |   146 | 3.32e-03 |  3.29e+04 | 6.89525382e-03
  L  |   19.5 |   28601 |   147 | 3.47e-03 |  4.23e+04 | 4.06038049e-03
  L  |   19.7 |   28781 |   148 | 3.54e-03 |  6.62e+03 | 3.15466267e-03
  L  |   19.9 |   28962 |   149 | 3.73e-03 |  1.44e+05 | -2.05053354e-03
  L  |   20.1 |   29140 |   150 | 4.13e-03 |  4.40e+04 | -3.60633654e-02
  L  |   20.3 |   29303 |   151 | 1.34e-02 |  3.73e+03 | -9.75052564e-01
  L  |   20.5 |   29424 |   151 | 6.87e-02 |  5.76e+04 | -4.78012010e+00
  L  |   20.7 |   29550 |   152 | 1.61e-01 |  6.06e+04 | -5.32422256e+00
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   20.8 |   29639 |   153 | 2.52e-01 |  6.08e+03 | 1.38850524e+01
  L  |   21.0 |   29737 |   153 | 7.08e-01 |  4.21e+04 | -2.07199591e+01
  L  |   21.1 |   29828 |   153 | 9.31e-01 |  1.25e+04 | -9.18549320e+01
  L  |   21.2 |   29917 |   154 | 1.59e+00 |  1.47e+04 | 3.99348255e+01
  L  |   21.4 |   29988 |   154 | 1.82e+00 |  1.06e+05 | -6.32279384e-01
  L  |   21.5 |   30070 |   155 | 2.54e+00 |  1.49e+05 | 9.15116885e+02
  L  |   21.6 |   30159 |   155 | 3.01e+00 |  8.82e+04 | 6.84877789e+02
  L  |   21.8 |   30221 |   155 | 3.40e+00 |  1.41e+05 | 2.80607242e+02
  L  |   21.9 |   30300 |   156 | 3.59e+00 |  1.29e+05 | -1.09647605e+02
  L  |   22.1 |   30376 |   156 | 3.75e+00 |  2.06e+05 | -3.03421623e+02
  L  |   22.2 |   30438 |   157 | 4.47e+00 |  1.47e+02 | -3.25085452e+02
  L  |   22.3 |   30498 |   157 | 4.49e+00 |  1.26e+02 | -3.60895102e+02
  L  |   22.4 |   30571 |   157 | 5.06e+00 |  1.66e+01 | -4.38399896e+02
  L  |   22.5 |   30640 |   158 | 5.43e+00 |  3.32e+01 | -1.01265104e+03
  L  |   22.6 |   30693 |   158 | 5.70e+00 |  4.72e+01 | -1.02320180e+03
  L  |   22.8 |   30789 |   158 | 5.99e+00 |  2.22e+01 | -1.05220226e+03
  L  |   22.9 |   30845 |   159 | 6.68e+00 |  5.71e+01 | -2.01864777e+03
  L  |   23.0 |   30899 |   159 | 7.53e+00 |  4.20e+02 | -2.03297032e+03
  L  |   23.1 |   30960 |   159 | 9.89e+00 |  1.24e+08 | -2.29001612e+03
  L  |   23.2 |   31012 |   160 | 1.19e+01 |  3.26e+01 | 2.18256913e+03
  L  |   23.4 |   31044 |   160 | 1.30e+01 |  1.46e+00 | 7.46101605e+03
  L  |   23.5 |   31088 |   160 | 1.47e+01 |  1.81e+00 | 1.41170025e+04
  L  |   23.6 |   31144 |   160 | 1.76e+01 |  1.90e+00 | 1.34206688e+04
  L  |   23.7 |   31184 |   160 | 1.86e+01 |  4.24e-01 | 1.10749427e+04
  L  |   23.9 |   31233 |   161 | 2.62e+01 |  7.70e+05 | 1.34082950e+04
  L  |   24.0 |   31289 |   161 | 3.22e+01 |  1.71e+07 | 1.16782964e+04
  L  |   24.1 |   31332 |   161 | 3.75e+01 |  1.93e+07 | -3.99735950e+03
  L  |   24.2 |   31368 |   161 | 4.58e+01 |  2.12e+07 | -2.72435071e+04
  L  |   24.4 |   31412 |   162 | 4.76e+01 |  1.08e+06 | -8.26045419e+04
  L  |   24.5 |   31448 |   162 | 5.66e+01 |  4.16e+07 | -1.25094083e+05
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   24.6 |   31505 |   162 | 5.74e+01 |  1.25e+08 | -1.34035018e+06
  L  |   24.8 |   31542 |   162 | 5.78e+01 |  7.33e+09 | 1.23415197e+08
  L  |   24.9 |   31560 |   162 | 5.85e+01 |  6.71e+10 | -9.12929141e+08
  L  |   25.1 |   31560 |   164 | 5.85e+01 |  6.71e+10 | -9.12929141e+08

Switching simplification.
Simplifier removed 14185 rows, 14796 columns, 40247 nonzeros, 435 col bounds, 75619 row bounds
Reduced LP has 2791 rows 6629 columns 75839 nonzeros
Least squares LP scaling

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    0.0 |       0 |     1 | 0.00e+00 |  9.56e+06 | 0.00000000e+00
 --- active pricer: Devex
  L  |    0.0 |      22 |     1 | 0.00e+00 |  7.91e+06 | 0.00000000e+00
  L  |    0.0 |     222 |     2 | 0.00e+00 |  6.83e+06 | 0.00000000e+00
  L  |    0.0 |     422 |     3 | 0.00e+00 |  6.38e+06 | 0.00000000e+00
  L  |    0.0 |     622 |     4 | 0.00e+00 |  5.07e+06 | 0.00000000e+00
  L  |    0.0 |     822 |     5 | 7.17e-06 |  5.27e+06 | 7.87448859e-03
  L  |    0.1 |    1022 |     6 | 7.18e-06 |  5.64e+06 | 3.33592277e-03
  L  |    0.1 |    1222 |     8 | 7.30e-06 |  8.62e+05 | 1.35967383e-03
  L  |    0.1 |    1422 |     9 | 7.77e-06 |  4.69e+05 | 7.46670982e-04
  L  |    0.1 |    1622 |    11 | 8.20e-06 |  6.25e+04 | 1.33995251e-04
  L  |    0.2 |    1822 |    12 | 8.27e-06 |  1.31e+03 | 4.40924464e-05
  L  |    0.2 |    2022 |    13 | 8.33e-06 |  5.08e+02 | 2.87189025e-05
  L  |    0.3 |    2222 |    15 | 8.39e-06 |  1.37e+02 | 2.21262503e-05
  L  |    0.3 |    2422 |    16 | 8.43e-06 |  1.04e+02 | 2.06703452e-05
  L  |    0.4 |    2622 |    17 | 8.47e-06 |  9.70e+01 | 1.74072438e-05
  L  |    0.4 |    2822 |    19 | 4.23e-06 |  9.21e+00 | 2.93588406e-05
  L  |    0.5 |    3022 |    20 | 4.27e-06 |  1.32e+02 | 2.49551247e-05
  L  |    0.5 |    3222 |    21 | 4.28e-06 |  3.14e+00 | 2.19027522e-05
  L  |    0.5 |    3422 |    22 | 4.29e-06 |  2.08e+00 | 2.18557855e-05
  L  |    0.6 |    3622 |    23 | 4.33e-06 |  1.76e+00 | 2.18110802e-05
  L  |    0.6 |    3822 |    24 | 4.35e-06 |  7.29e+00 | 2.17759156e-05
  L  |    0.6 |    4022 |    25 | 4.37e-06 |  3.84e+00 | 2.06704136e-05
  L  |    0.7 |    4222 |    26 | 4.37e-06 |  9.42e+01 | 1.87862306e-05
  L  |    0.7 |    4422 |    27 | 4.38e-06 |  3.65e+00 | 1.80334520e-05
  L  |    0.7 |    4622 |    28 | 4.39e-06 |  4.88e-01 | 1.66035783e-05
  L  |    0.8 |    4822 |    29 | 4.46e-06 |  7.61e+02 | 1.56821329e-05
  L  |    0.8 |    4921 |    29 | 8.53e-04 |  4.01e+04 | -2.06308449e-02
  L  |    0.8 |    4966 |    29 | 2.46e-03 |  5.26e+05 | -3.66614122e-02
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.9 |    4997 |    30 | 9.64e-03 |  3.37e+06 | -1.59293769e-01
  L  |    0.9 |    5009 |    33 | 0.00e+00 |  9.56e+06 | 0.00000000e+00
  L  |    0.9 |    5155 |    33 | 0.00e+00 |  9.49e+06 | 0.00000000e+00
  L  |    0.9 |    5355 |    34 | 0.00e+00 |  5.49e+06 | 0.00000000e+00
  L  |    0.9 |    5555 |    35 | 0.00e+00 |  4.19e+06 | 0.00000000e+00
  L  |    1.0 |    5755 |    36 | 0.00e+00 |  2.89e+06 | 0.00000000e+00
  L  |    1.0 |    5955 |    38 | 8.10e-07 |  3.43e+06 | 2.88278094e-04
  L  |    1.0 |    6155 |    39 | 8.10e-07 |  2.04e+06 | 2.17634128e-04
  L  |    1.0 |    6355 |    41 | 8.11e-07 |  1.79e+06 | 1.79750471e-04
  L  |    1.1 |    6555 |    42 | 9.69e-07 |  4.96e+05 | 1.10918330e-04
  L  |    1.1 |    6755 |    44 | 1.02e-06 |  7.11e+05 | 1.33665930e-04
  L  |    1.2 |    6955 |    45 | 1.17e-06 |  6.32e+05 | 1.43270864e-04
  L  |    1.2 |    7155 |    46 | 1.24e-06 |  9.76e+05 | 4.23556009e-05
  L  |    1.3 |    7355 |    47 | 1.27e-06 |  3.96e+05 | 1.18291617e-04
  L  |    1.3 |    7555 |    48 | 1.28e-06 |  5.28e+04 | 4.79963644e-05
  L  |    1.4 |    7755 |    49 | 1.28e-06 |  3.82e+02 | 6.98507336e-05
  L  |    1.4 |    7955 |    50 | 1.28e-06 |  9.92e+01 | 6.92358480e-05
  L  |    1.5 |    8155 |    51 | 1.28e-06 |  1.19e+02 | 6.90368691e-05
  L  |    1.5 |    8355 |    53 | 1.28e-06 |  2.86e+01 | 6.84122609e-05
  L  |    1.6 |    8555 |    54 | 5.07e-07 |  2.26e+01 | 3.32733626e-06
  L  |    1.6 |    8755 |    55 | 5.07e-07 |  1.06e+02 | 3.05173428e-06
  L  |    1.6 |    8955 |    56 | 5.08e-07 |  8.75e+00 | 2.91538369e-06
  L  |    1.7 |    9155 |    57 | 5.08e-07 |  7.47e+00 | 2.89934515e-06
  L  |    1.7 |    9355 |    58 | 5.08e-07 |  2.10e+01 | 2.57544918e-06
  L  |    1.7 |    9555 |    59 | 5.08e-07 |  7.86e+00 | 1.72836465e-06
  L  |    1.8 |    9755 |    60 | 5.08e-07 |  3.55e+00 | 1.68496741e-06
  L  |    1.8 |    9914 |    61 | 5.57e-06 |  1.13e+03 | 1.41267273e-06
  L  |    1.9 |    9967 |    62 | 1.29e-03 |  4.37e+03 | -6.14124775e-05
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
  L  |    1.9 |   10063 |    62 | 8.79e-03 |  1.70e+05 | -4.02975792e+00
  L  |    2.0 |   10263 |    63 | 8.82e-03 |  3.65e+05 | -1.21173776e+01
  L  |    2.0 |   10350 |    63 | 9.29e-03 |  3.44e+06 | -2.45431397e+01
